n,L,Delta,Kappa
200,2,0.05,0.013242457845061563
200,2,0.06,0.015228811476440793
200,2,0.07,0.022277470709284757
200,2,0.08,0.0247967862334813
200,2,0.09,0.03132827413329425
200,2,0.1,0.036323837971013406
200,2,0.11,0.040636046820091754
200,2,0.12,0.045661908076189556
200,2,0.13,0.050496778687947455
200,2,0.14,0.05683042054935096
200,2,0.15,0.06149777779694978
200,2,0.16,0.07049928892606117
200,2,0.17,0.07466475913073749
200,2,0.18,0.08266620293526375
200,2,0.19,0.09016565873615766
200,2,0.2,0.09849997526034722
200,2,0.21,0.10233307295648944
200,2,0.22,0.10983286911280461
200,2,0.23,0.11799919121064015
200,2,0.24,0.12750059667874605
200,2,0.25,0.1360005720136878
200,2,0.26,0.14299833063494685
200,2,0.27,0.1504983520886773
200,2,0.28,0.16233948257718966
200,2,0.29,0.16832969740632966
200,2,0.3,0.17716834491963301
200,2,0.31,0.18665133376555304
200,2,0.32,0.19716951324100954
200,2,0.33,0.20883072204892655
200,2,0.34,0.2181652006850083
200,2,0.35,0.22584615026673566
200,2,0.36,0.23718428419155724
200,2,0.37,0.24767576065492164
200,2,0.38,0.2608522798717708
200,2,0.39,0.27303186946744223
200,2,0.4,0.283356002594898
200,2,0.41,0.29454119898273495
200,2,0.42,0.3070107412620674
200,2,0.43,0.31679244742470447
200,2,0.44,0.33089303926152425
200,2,0.45,0.3455727904740184
200,2,0.46,0.3573537819790062
200,2,0.47,0.3732167215638805
200,2,0.48,0.383228346324933
200,2,0.49,0.39955196689495115
200,2,0.5,0.4143888754179622
200,2,0.51,0.4286269522417009
200,2,0.52,0.4444888868636531
200,2,0.53,0.45792673805520956
200,2,0.54,0.4734581442481887
200,2,0.55,0.49153793036742965
200,2,0.56,0.5081421454633948
200,2,0.57,0.5230194441703867
200,2,0.58,0.5421948508746388
200,2,0.59,0.5621552378308977
200,2,0.6,0.58464424683477
200,2,0.61,0.5954458766510756
200,2,0.62,0.6206070052816597
200,2,0.63,0.6387403813341006
200,2,0.64,0.6610088424215581
200,2,0.65,0.6795656871653273
200,2,0.66,0.7065352590066931
200,2,0.67,0.7266334174378001
200,2,0.68,0.7498196239461539
200,2,0.69,0.7786744774375494
200,2,0.7,0.8001622562162564
200,2,0.71,0.827123666201472
200,2,0.72,0.8565588365759352
200,2,0.73,0.8810220095967773
200,2,0.74,0.9201711921333066
200,2,0.75,0.9493932029205524
200,2,0.76,0.9791706142128771
200,3,0.04,0.008611599979021424
200,3,0.05,0.014436698237836167
200,3,0.06,0.01914056540608061
200,3,0.07,0.02464158950155801
200,3,0.08,0.028658068106461217
200,3,0.09,0.03264992027047841
200,3,0.1,0.04199378304568619
200,3,0.11,0.04598923504575057
200,3,0.12,0.0523241377984652
200,3,0.13,0.057160408169460074
200,3,0.14,0.0658328357176093
200,3,0.15,0.07066397292381395
200,3,0.16,0.07749689360062623
200,3,0.17,0.08616640226070454
200,3,0.18,0.09433319954145378
200,3,0.19,0.1030000129215667
200,3,0.2,0.11033335799242677
200,3,0.21,0.11900032334365188
200,3,0.22,0.12750047185614663
200,3,0.23,0.13433394937553997
200,3,0.24,0.14399993928019827
200,3,0.25,0.1556683659829252
200,3,0.26,0.16449974552593738
200,3,0.27,0.1728338545797819
200,3,0.28,0.18250210719322932
200,3,0.29,0.19366932406610163
200,3,0.3,0.20333213278511797
200,3,0.31,0.21267055099358462
200,3,0.32,0.22483324954361472
200,3,0.33,0.2365024937562678
200,3,0.34,0.2466693575907279
200,3,0.35,0.2576633989092047
200,3,0.36,0.27116859673597526
200,3,0.37,0.28484198182290515
200,3,0.38,0.2975099116284538
200,3,0.39,0.31285114748967546
200,3,0.4,0.32114972090731797
200,3,0.41,0.33518468428171033
200,3,0.42,0.34815283171785966
200,3,0.43,0.36382315763628165
200,3,0.44,0.38269291263106925
200,3,0.45,0.39449616522883757
200,3,0.46,0.4106722900337245
200,3,0.47,0.42523897594157833
200,3,0.48,0.445
200,3,0.49,0.4632868331779183
200,3,0.5,0.4807170617031499
200,3,0.51,0.49650247542189396
200,3,0.52,0.5142075396260835
200,3,0.53,0.5351978226159168
200,3,0.54,0.5518518872933912
200,3,0.55,0.5779188544861484
200,3,0.56,0.6026153079172775
200,3,0.57,0.6236251876333855
200,3,0.58,0.6470841883364035
200,3,0.59,0.6703200658471494
200,3,0.6,0.6940638162357369
200,3,0.61,0.7216411753722244
200,3,0.62,0.747357381328709
200,3,0.63,0.7760248271340575
200,3,0.64,0.8104290170193554
200,3,0.65,0.8410029688097471
200,3,0.66,0.8782020406903995
200,3,0.67,0.9108798803314867
200,3,0.68,0.9447950870378747
200,3,0.69,0.9823683913887156
200,4,0.03,0.006956367843115818
200,4,0.04,0.01056138367306137
200,4,0.05,0.014391040304314954
200,4,0.06,0.021140816835367487
200,4,0.07,0.0246415895012436
200,4,0.08,0.03149834345441238
200,4,0.09,0.03615669949561687
200,4,0.1,0.03933029024331422
200,4,0.11,0.05016568744349597
200,4,0.12,0.05549934803671871
200,4,0.13,0.06216632601840319
200,4,0.14,0.06716541633521195
200,4,0.15,0.07666645353146245
200,4,0.16,0.08249979735599162
200,4,0.17,0.08866662544329451
200,4,0.18,0.09833329723405694
200,4,0.19,0.10733336734654025
200,4,0.2,0.11533333665489721
200,4,0.21,0.12583339263426238
200,4,0.22,0.1328335017839237
200,4,0.23,0.14083286002254625
200,4,0.24,0.15083353057073728
200,4,0.25,0.15916705947203286
200,4,0.26,0.17016667612125216
200,4,0.27,0.1803345677966883
200,4,0.28,0.18983477745330968
200,4,0.29,0.2036677244217134
200,4,0.3,0.21233390456037107
200,4,0.31,0.22333419391176773
200,4,0.32,0.23600366718960517
200,4,0.33,0.2481717180058613
200,4,0.34,0.26050038401106845
200,4,0.35,0.2701668349849833
200,4,0.36,0.2821628596923921
200,4,0.37,0.2971814615063833
200,4,0.38,0.3101782236129805
200,4,0.39,0.3270180332196511
200,4,0.4,0.34001799728600685
200,4,0.41,0.3566901114182377
200,4,0.42,0.36866103929820176
200,4,0.43,0.3864092905535479
200,4,0.44,0.40675772258788895
200,4,0.45,0.42122701262406487
200,4,0.46,0.44045273391296147
200,4,0.47,0.4544115365907557
200,4,0.48,0.47505747707276136
200,4,0.49,0.4944255902849961
200,4,0.5,0.513987966989904
200,4,0.51,0.5372517081317839
200,4,0.52,0.5571967279219668
200,4,0.53,0.5835622791463887
200,4,0.54,0.6063483173376152
200,4,0.55,0.6335643971967186
200,4,0.56,0.658867057932275
200,4,0.57,0.6863631581905159
200,4,0.58,0.7148794598118987
200,4,0.59,0.7488060658502201
200,4,0.6,0.7792901591602721
200,4,0.61,0.8077554939212293
200,4,0.62,0.8364529815778486
200,4,0.63,0.8903009980526831
200,4,0.64,0.923313987333234
200,4,0.65,0.9790182060691813
200,5,0.03,0.006188657711389307
200,5,0.04,0.00992631537629751
200,5,0.05,0.016595475977506966
200,5,0.06,0.019486989243169266
200,5,0.07,0.02515318426656178
200,5,0.08,0.030316459170437727
200,5,0.09,0.03598315403762468
200,5,0.1,0.0433324634127155
200,5,0.11,0.04816588745851049
200,5,0.12,0.05666665017484033
200,5,0.13,0.06149957705788787
200,5,0.14,0.06866663603586484
200,5,0.15,0.07649988605189303
200,5,0.16,0.08266665434873392
200,5,0.17,0.09049998258289262
200,5,0.18,0.0989999963103148
200,5,0.19,0.10649999829868269
200,5,0.2,0.11566667041591175
200,5,0.21,0.12250000125108416
200,5,0.22,0.13250000526489886
200,5,0.23,0.14400000176993408
200,5,0.24,0.1503336420380585
200,5,0.25,0.16050000360837202
200,5,0.26,0.1703333374456482
200,5,0.27,0.18033334585522603
200,5,0.28,0.1923335886176307
200,5,0.29,0.20050006789248478
200,5,0.3,0.21266690319108222
200,5,0.31,0.224667092420244
200,5,0.32,0.23700051401995167
200,5,0.33,0.24666598695382821
200,5,0.34,0.25983466036673575
200,5,0.35,0.2723317909982608
200,5,0.36,0.2835013054629373
200,5,0.37,0.29750075924327984
200,5,0.38,0.3148391691198726
200,5,0.39,0.328332416536783
200,5,0.4,0.3433368972359777
200,5,0.41,0.36050921534254515
200,5,0.42,0.373145699694953
200,5,0.43,0.39284203320534344
200,5,0.44,0.4098657258870977
200,5,0.45,0.42823129813537353
200,5,0.46,0.4494783323677545
200,5,0.47,0.4702610087618582
200,5,0.48,0.4932841727421034
200,5,0.49,0.5118760209629142
200,5,0.5,0.5341659230762703
200,5,0.51,0.5632811527873368
200,5,0.52,0.5891369201615825
200,5,0.53,0.6135608609059123
200,5,0.54,0.6425188228266777
200,5,0.55,0.6736670110816125
200,5,0.56,0.7083937399471253
200,5,0.57,0.7358483547505612
200,5,0.58,0.766834232184042
200,5,0.59,0.8050830912492094
200,5,0.6,0.8392657163307565
200,5,0.61,0.8849689414784131
200,5,0.62,0.9346672613010181
200,5,0.63,0.9737736104572985
200,6,0.05,0.016050767659358374
200,6,0.06,0.020429257824768485
200,6,0.07,0.02566060851774844
200,6,0.08,0.03065801346639017
200,6,0.09,0.037166470644943723
200,6,0.1,0.043666495549108175
200,6,0.11,0.04883306510356692
200,6,0.12,0.054666523946774126
200,6,0.13,0.06133312947708956
200,6,0.14,0.06749999005235595
200,6,0.15,0.07716666519020295
200,6,0.16,0.08033329666123136
200,6,0.17,0.08866665108559459
200,6,0.18,0.09766666526464825
200,6,0.19,0.10533333270479073
200,6,0.2,0.11316666643888405
200,6,0.21,0.12049999917974874
200,6,0.22,0.13
200,6,0.23,0.1396666659789807
200,6,0.24,0.14633332801687943
200,6,0.25,0.15650000144030587
200,6,0.26,0.16783332592335726
200,6,0.27,0.17516666782015403
200,6,0.28,0.18883331813420862
200,6,0.29,0.19649995613371424
200,6,0.3,0.20799992273919102
200,6,0.31,0.21866665785517883
200,6,0.32,0.23033289717913183
200,6,0.33,0.24049984061924254
200,6,0.34,0.2521667658425328
200,6,0.35,0.26816714252814977
200,6,0.36,0.2815006913188416
200,6,0.37,0.29516676520821644
200,6,0.38,0.30916926288874436
200,6,0.39,0.32666864830125386
200,6,0.4,0.34099532748695777
200,6,0.41,0.3580055667908471
200,6,0.42,0.3734957118584151
200,6,0.43,0.3931899899226942
200,6,0.44,0.41036185563547395
200,6,0.45,0.4293289084638686
200,6,0.46,0.45127353362637324
200,6,0.47,0.47619337334368417
200,6,0.48,0.5003394894170562
200,6,0.49,0.5241347887290025
200,6,0.5,0.5531837259252268
200,6,0.51,0.5829508249272073
200,6,0.52,0.6080727123575453
200,6,0.53,0.6408667846068632
200,6,0.54,0.6741551807357661
200,6,0.55,0.7081792797417952
200,6,0.56,0.7433654986326301
200,6,0.57,0.7722754616620842
200,6,0.58,0.817162559534185
200,6,0.59,0.8665765617812606
200,6,0.6,0.896280157100181
200,6,0.61,0.9463827205727464
200,6,0.62,0.9815554941430297
200,7,0.04,0.011467418607648293
200,7,0.05,0.016065096431431985
200,7,0.06,0.019978585378035534
200,7,0.07,0.025287016381637044
200,7,0.08,0.03233024606175683
200,7,0.09,0.03749756723481087
200,7,0.1,0.04249780906796716
200,7,0.11,0.049333218165258624
200,7,0.12,0.05733331940595143
200,7,0.13,0.06116665946326021
200,7,0.14,0.0683333261909507
200,7,0.15,0.07333333038072241
200,7,0.16,0.0823333288428135
200,7,0.17,0.08849999497634398
200,7,0.18,0.09350000026603045
200,7,0.19,0.10183333317107647
200,7,0.2,0.1103333330546562
200,7,0.21,0.11866666646373122
200,7,0.22,0.12850000690304875
200,7,0.23,0.13616666694100985
200,7,0.24,0.1424999978092045
200,7,0.25,0.15183332658253285
200,7,0.26,0.15999999976574697
200,7,0.27,0.17250000202994004
200,7,0.28,0.18249998383676877
200,7,0.29,0.19099997697609927
200,7,0.3,0.20149998174327982
200,7,0.31,0.20999995763032625
200,7,0.32,0.22399999257940126
200,7,0.33,0.23733316822006026
200,7,0.34,0.2505000211783417
200,7,0.35,0.26050001993171124
200,7,0.36,0.2768336356114827
200,7,0.37,0.28849802281306586
200,7,0.38,0.30349948071263183
200,7,0.39,0.3231685345585567
200,7,0.4,0.3344971456388689
200,7,0.41,0.3531740768513217
200,7,0.42,0.36630581067260315
200,7,0.43,0.3901299272518845
200,7,0.44,0.40734707949205495
200,7,0.45,0.4328108298743581
200,7,0.46,0.45091080393007865
200,7,0.47,0.47862346776735376
200,7,0.48,0.5025906514499614
200,7,0.49,0.5309506333669408
200,7,0.5,0.5676895711851815
200,7,0.51,0.5905018087224869
200,7,0.52,0.6244653853901827
200,7,0.53,0.6541018575254218
200,7,0.54,0.695467370383023
200,7,0.55,0.734314017888961
200,7,0.56,0.7678375527808429
200,7,0.57,0.8092143333976654
200,7,0.58,0.849344717550214
200,7,0.59,0.8942748350234924
200,7,0.6,0.9484879641016564
200,7,0.61,1.0136868116452593
200,7,0.62,1.0656454016223915
200,8,0.05,0.01601685832089339
200,8,0.06,0.019102276828893375
200,8,0.07,0.026991971746019555
200,8,0.08,0.03199092195021325
200,8,0.09,0.03666637668120613
200,8,0.1,0.04483331445712133
200,8,0.11,0.048166656277328274
200,8,0.12,0.05466657980225762
200,8,0.13,0.0618333278476151
200,8,0.14,0.06599999536111696
200,8,0.15,0.07399999959643472
200,8,0.16,0.07933333341716226
200,8,0.17,0.08699999963418874
200,8,0.18,0.09416666618188098
200,8,0.19,0.10049999978057736
200,8,0.2,0.10900000006272337
200,8,0.21,0.11516666660766783
200,8,0.22,0.12349999980396298
200,8,0.23,0.13066666621439255
200,8,0.24,0.14099999987648196
200,8,0.25,0.14783333325461495
200,8,0.26,0.15866666597145251
200,8,0.27,0.16633333204245093
200,8,0.28,0.1743333292049959
200,8,0.29,0.1874999927454948
200,8,0.3,0.19583332849308516
200,8,0.31,0.2089999974390594
200,8,0.32,0.21933331715397414
200,8,0.33,0.22916662940366186
200,8,0.34,0.24149995428327875
200,8,0.35,0.24983323469521027
200,8,0.36,0.26716692841872897
200,8,0.37,0.2794995399139151
200,8,0.38,0.29699921035683996
200,8,0.39,0.3126641279007208
200,8,0.4,0.3263251836738434
200,8,0.41,0.3439929334129086
200,8,0.42,0.36130426508637153
200,8,0.43,0.3836808872295446
200,8,0.44,0.4070779738870468
200,8,0.45,0.42641824480032986
200,8,0.46,0.45172010514001826
200,8,0.47,0.4774319686471997
200,8,0.48,0.5067226512494916
200,8,0.49,0.5348594360522977
200,8,0.5,0.567627294694205
200,8,0.51,0.602696874493877
200,8,0.52,0.636852943545946
200,8,0.53,0.6828535754685083
200,8,0.54,0.7127936759368902
200,8,0.55,0.7550689471030728
200,8,0.56,0.7919784568591302
200,8,0.57,0.8338545710693213
200,8,0.58,0.8940793527584604
200,8,0.59,0.9594523409352665
200,8,0.6,0.9976734753721539
200,8,0.61,1.051248926219301
200,9,0.04,0.01053333146909881
200,9,0.05,0.013927681481947597
200,9,0.06,0.021487056640590054
200,9,0.07,0.026828085203631433
200,9,0.08,0.03116621427076337
200,9,0.09,0.03649972675599296
200,9,0.1,0.042666147605124806
200,9,0.11,0.049333404390411936
200,9,0.12,0.05433334098417183
200,9,0.13,0.059666670053546055
200,9,0.14,0.06416667477133206
200,9,0.15,0.07266666685908818
200,9,0.16,0.07849999978863845
200,9,0.17,0.08383333315708251
200,9,0.18,0.0919999992231098
200,9,0.19,0.09883333350668187
200,9,0.2,0.10483333336228395
200,9,0.21,0.11216666447157182
200,9,0.22,0.11950000031536491
200,9,0.23,0.1281666669210059
200,9,0.24,0.13549999892667244
200,9,0.25,0.14499999905733513
200,9,0.26,0.15533333326090032
200,9,0.27,0.16116665186858792
200,9,0.28,0.17016666010522355
200,9,0.29,0.17916665184246655
200,9,0.3,0.18999999469086
200,9,0.31,0.20099999163305743
200,9,0.32,0.2116665676673383
200,9,0.33,0.22266662397257492
200,9,0.34,0.23533320979654287
200,9,0.35,0.2454996404831823
200,9,0.36,0.25999962372946434
200,9,0.37,0.275166703178737
200,9,0.38,0.2888329516106844
200,9,0.39,0.3056583902074959
200,9,0.4,0.3201543538053208
200,9,0.41,0.3411529531649546
200,9,0.42,0.3559441447088622
200,9,0.43,0.37550381696203283
200,9,0.44,0.3987701784451168
200,9,0.45,0.42132259891836
200,9,0.46,0.4430201421452705
200,9,0.47,0.4741051751627756
200,9,0.48,0.5060190107665719
200,9,0.49,0.5387398406797964
200,9,0.5,0.571154934936028
200,9,0.51,0.6091824691115723
200,9,0.52,0.6423970389608823
200,9,0.53,0.6933150380546186
200,9,0.54,0.7275388814362665
200,9,0.55,0.766783479396803
200,9,0.56,0.8218113011642983
200,9,0.57,0.8656491093938795
200,9,0.58,0.91611472627358
200,9,0.59,0.9800631398370642
200,9,0.6,1.0283349263276103
200,15,0.04,0.010039269465270529
200,15,0.05,0.015191311836194949
200,15,0.06,0.021653067516309965
200,15,0.07,0.025829805069837373
200,15,0.08,0.030827849801452707
200,15,0.09,0.03699780263208733
200,15,0.1,0.041999923300042735
200,15,0.11,0.046666236938206984
200,15,0.12,0.05133277194970921
200,15,0.13,0.05800036956329901
200,15,0.14,0.06066663429692269
200,15,0.15,0.06783341681457959
200,15,0.16,0.07266666987573066
200,15,0.17,0.07766667566422106
200,15,0.18,0.08383335109363622
200,15,0.19,0.08800003445804305
200,15,0.2,0.09400001609496482
200,15,0.21,0.09933333362282701
200,15,0.22,0.10566666221505326
200,15,0.23,0.11249999950407064
200,15,0.24,0.11850000049252525
200,15,0.25,0.12433333332669587
200,15,0.26,0.13116666611723904
200,15,0.27,0.14133333275232057
200,15,0.28,0.14666666557873162
200,15,0.29,0.15466666664007805
200,15,0.3,0.16249999122851025
200,15,0.31,0.17016663832743018
200,15,0.32,0.18066664890624307
200,15,0.33,0.18849992924869347
200,15,0.34,0.2008333104802354
200,15,0.35,0.2113332560350193
200,15,0.36,0.2256665232808861
200,15,0.37,0.23483271537980863
200,15,0.38,0.24783209751815202
200,15,0.39,0.26499172399107124
200,15,0.4,0.28080437106024436
200,15,0.41,0.2971010032951389
200,15,0.42,0.31421700489273274
200,15,0.43,0.3383297442262574
200,15,0.44,0.3569597728441391
200,15,0.45,0.38815589496045816
200,15,0.46,0.4150780375706601
200,15,0.47,0.444435746017374
200,15,0.48,0.48058496546069607
200,15,0.49,0.5259397118954313
200,15,0.5,0.5813675855721258
200,15,0.51,0.6258912246850628
200,15,0.52,0.6870786527417486
200,15,0.53,0.7465852845535673
200,15,0.54,0.801773101104534
200,15,0.55,0.8650739348323825
200,15,0.56,0.9033906030556919
200,15,0.57,0.9862232397496498
200,15,0.58,1.0259282172360935
200,15,0.59,1.1259386833777614
200,20,0.04,0.009772309403580596
200,20,0.05,0.015401935363116842
200,20,0.06,0.021137718241370736
200,20,0.07,0.026498772710381337
200,20,0.08,0.03283285091727116
200,20,0.09,0.036832752760482264
200,20,0.1,0.041999800842749464
200,20,0.11,0.046499687924048176
200,20,0.12,0.050833043651257424
200,20,0.13,0.05549933077479614
200,20,0.14,0.0601665827520911
200,20,0.15,0.06450009911025233
200,20,0.16,0.06983336704981079
200,20,0.17,0.07549998530639049
200,20,0.18,0.07900002066652533
200,20,0.19,0.08549999109847362
200,20,0.2,0.08933334491412774
200,20,0.21,0.09533332047275178
200,20,0.22,0.10066665181373378
200,20,0.23,0.10566666485701336
200,20,0.24,0.11083332654351967
200,20,0.25,0.11733333288458901
200,20,0.26,0.12300000029353848
200,20,0.27,0.1296666667735507
200,20,0.28,0.13533333050050023
200,20,0.29,0.14349999108513414
200,20,0.3,0.14999999770414882
200,20,0.31,0.15699999245304072
200,20,0.32,0.16533332494634603
200,20,0.33,0.17366664268659146
200,20,0.34,0.18249988868462766
200,20,0.35,0.19183332922792798
200,20,0.36,0.20283252667921087
200,20,0.37,0.21599070434101086
200,20,0.38,0.22466046969829556
200,20,0.39,0.24030662833478175
200,20,0.4,0.254262854838839
200,20,0.41,0.270252499162578
200,20,0.42,0.28955083981965696
200,20,0.43,0.3094708856380182
200,20,0.44,0.331398566008579
200,20,0.45,0.35839441023407964
200,20,0.46,0.3832862915637803
200,20,0.47,0.42422168263370513
200,20,0.48,0.4499776753235601
200,20,0.49,0.5186239336468398
200,20,0.5,0.578999837082757
200,20,0.51,0.6445393640661078
200,20,0.52,0.7100876831229119
200,20,0.53,0.7885426068954893
200,20,0.54,0.8310206023201352
200,20,0.55,0.8982000849480737
200,20,0.56,0.9609713220396382
200,20,0.57,1.0271640343444968
