EPS,MSE,T
0.4225,0.633523309,0.342755007
0.423,0.633942121,0.34228419
0.4235,0.634360655,0.341813372
0.424,0.634778913,0.341342555
0.4245,0.635196894,0.340871738
0.425,0.635614599,0.34040092
0.4255,0.636032029,0.339930103
0.426,0.636449184,0.339459286
0.4265,0.636866064,0.338988469
0.427,0.637282671,0.338517651
0.4275,0.637699003,0.338046834
0.428,0.638115063,0.337576017
0.4285,0.63853085,0.337105199
0.429,0.638946364,0.336634382
0.4295,0.639361607,0.336163565
0.43,0.639776579,0.335692747
0.4305,0.64019128,0.33522193
0.431,0.64060571,0.334751113
0.4315,0.641019871,0.334280295
0.432,0.641433762,0.333809478
0.4325,0.641847385,0.333338661
0.433,0.642260739,0.332867843
0.4335,0.642673824,0.332397026
0.434,0.643086643,0.331926209
0.4345,0.643499194,0.331455391
0.435,0.643911479,0.330984574
0.4355,0.644323497,0.330513757
0.436,0.64473525,0.330042939
0.4365,0.645146737,0.329572122
0.437,0.64555796,0.329101305
0.4375,0.645968918,0.328630488
0.438,0.646379611,0.328630488
0.4385,0.64679003,0.32815967
0.439,0.647200187,0.327688853
0.4395,0.64761008,0.327218036
0.44,0.648019711,0.326747218
0.4405,0.64842908,0.326276401
0.441,0.648838188,0.325805584
0.4415,0.649247035,0.325334766
0.442,0.649655622,0.324863949
0.4425,0.650063948,0.324393132
0.443,0.650472015,0.323922314
0.4435,0.650879823,0.323451497
0.444,0.651287372,0.32298068
0.4445,0.651694663,0.322509862
0.445,0.652101696,0.322039045
0.4455,0.652508472,0.321568228
0.446,0.652914991,0.32109741
0.4465,0.653321254,0.320626593
0.447,0.653727262,0.320155776
0.4475,0.654133013,0.319684958
0.448,0.654538502,0.319684958
0.4485,0.654943727,0.319214141
0.449,0.655348696,0.318743324
0.4495,0.655753412,0.318272507
0.45,0.656157875,0.317801689
0.4505,0.656562085,0.317330872
0.451,0.656966042,0.316860055
0.4515,0.657369747,0.316389237
0.452,0.6577732,0.31591842
0.4525,0.658176403,0.315447603
0.453,0.658579354,0.314976785
0.4535,0.658982056,0.314505968
0.454,0.659384507,0.314035151
0.4545,0.65978671,0.313564333
0.455,0.660188663,0.313093516
0.4555,0.66059035,0.313093516
0.456,0.660991785,0.312622699
0.4565,0.661392972,0.312151881
0.457,0.661793911,0.311681064
0.4575,0.662194604,0.311210247
0.458,0.66259505,0.310739429
0.4585,0.66299525,0.310268612
0.459,0.663395205,0.309797795
0.4595,0.663794915,0.309326978
0.46,0.66419438,0.30885616
0.4605,0.664593601,0.308385343
0.461,0.664992578,0.307914526
0.4615,0.665391296,0.307914526
0.462,0.665789761,0.307443708
0.4625,0.666187984,0.306972891
0.463,0.666585964,0.306502074
0.4635,0.666983702,0.306031256
0.464,0.6673812,0.305560439
0.4645,0.667778456,0.305089622
0.465,0.668175472,0.304618804
0.4655,0.668572248,0.304147987
0.466,0.668968785,0.30367717
0.4665,0.669365082,0.303206352
0.467,0.669761117,0.303206352
0.4675,0.670156909,0.302735535
0.468,0.670552462,0.302264718
0.4685,0.670947778,0.3017939
0.469,0.671342857,0.301323083
0.4695,0.6717377,0.300852266
0.47,0.672132306,0.300381448
0.4705,0.672526676,0.299910631
0.471,0.672920812,0.299439814
0.4715,0.673314709,0.299439814
0.472,0.673708343,0.298968997
0.4725,0.674101743,0.298498179
0.473,0.674494909,0.298027362
0.4735,0.674887842,0.297556545
0.474,0.675280542,0.297085727
0.4745,0.67567301,0.29661491
0.475,0.676065245,0.296144093
0.4755,0.67645725,0.295673275
0.476,0.676849018,0.295673275
0.4765,0.677240526,0.295202458
0.477,0.677631803,0.294731641
0.4775,0.678022851,0.294260823
0.478,0.678413669,0.293790006
0.4785,0.678804257,0.293319189
0.479,0.679194617,0.292848371
0.4795,0.679584749,0.292377554
0.48,0.679974654,0.291906737
0.4805,0.680364302,0.291906737
0.481,0.680753715,0.291435919
0.4815,0.681142901,0.290965102
0.482,0.681531861,0.290494285
0.4825,0.681920594,0.290023467
0.483,0.682309103,0.28955265
0.4835,0.682697387,0.289081833
0.484,0.683085446,0.288611016
0.4845,0.683473247,0.288611016
0.485,0.683860819,0.288140198
0.4855,0.684248167,0.287669381
0.486,0.684635293,0.287198564
0.4865,0.685022196,0.286727746
0.487,0.685408876,0.286256929
0.4875,0.685795336,0.285786112
0.488,0.686181558,0.285786112
0.4885,0.686567534,0.285315294
0.489,0.686953289,0.284844477
0.4895,0.687338824,0.28437366
0.49,0.687724139,0.283902842
0.4905,0.688109235,0.283432025
0.491,0.688494112,0.282961208
0.4915,0.688878761,0.282961208
0.492,0.689263158,0.28249039
0.4925,0.689647337,0.282019573
0.493,0.690031299,0.281548756
0.4935,0.690415044,0.281077938
0.494,0.690798573,0.280607121
0.4945,0.691181885,0.280136304
0.495,0.691564966,0.280136304
0.4955,0.691947802,0.279665487
0.496,0.692330423,0.279194669
0.4965,0.69271283,0.278723852
0.497,0.693095023,0.278253035
0.4975,0.693477002,0.277782217
0.498,0.693858768,0.2773114
0.4985,0.694240284,0.2773114
0.499,0.694621577,0.276840583
0.4995,0.695002658,0.276369765
0.5,0.695383528,0.275898948
0.5005,0.695764186,0.275428131
0.501,0.696144633,0.274957313
0.5015,0.69652485,0.274957313
0.502,0.696904827,0.274486496
0.5025,0.697284595,0.274015679
0.503,0.697664153,0.273544861
0.5035,0.698043503,0.273074044
0.504,0.698422644,0.272603227
0.5045,0.698801565,0.272603227
0.505,0.699180239,0.272132409
0.5055,0.699558706,0.271661592
0.506,0.699936965,0.271190775
0.5065,0.700315018,0.270719957
0.507,0.700692866,0.27024914
0.5075,0.701070494,0.27024914
0.508,0.701447877,0.269778323
0.5085,0.701825056,0.269307506
0.509,0.702202029,0.268836688
0.5095,0.702578799,0.268365871
0.51,0.702955364,0.267895054
0.5105,0.703331704,0.267895054
0.511,0.703707808,0.267424236
0.5115,0.704083711,0.266953419
0.512,0.704459411,0.266482602
0.5125,0.704834909,0.266011784
0.513,0.705210205,0.265540967
0.5135,0.705585259,0.265540967
0.514,0.705960097,0.26507015
0.5145,0.706334736,0.264599332
0.515,0.706709175,0.264128515
0.5155,0.707083414,0.263657698
0.516,0.707457441,0.263657698
0.5165,0.707831224,0.26318688
0.517,0.70820481,0.262716063
0.5175,0.708578197,0.262245246
0.518,0.708951387,0.261774428
0.5185,0.709324379,0.261303611
0.519,0.709697126,0.261303611
0.5195,0.710069666,0.260832794
0.52,0.71044201,0.260361977
0.5205,0.710814158,0.259891159
0.521,0.711186111,0.259420342
0.5215,0.711557837,0.259420342
0.522,0.71192934,0.258949525
0.5225,0.712300649,0.258478707
0.523,0.712671764,0.25800789
0.5235,0.713042686,0.257537073
0.524,0.713413391,0.257537073
0.5245,0.713783866,0.257066255
0.525,0.714154148,0.256595438
0.5255,0.714524238,0.256124621
0.526,0.714894136,0.255653803
0.5265,0.715263824,0.255653803
0.527,0.715633278,0.255182986
0.5275,0.716002541,0.254712169
0.528,0.716371614,0.254241351
0.5285,0.716740497,0.253770534
0.529,0.71710917,0.253770534
0.5295,0.717477611,0.253299717
0.53,0.717845863,0.252828899
0.5305,0.718213927,0.252358082
0.531,0.718581803,0.251887265
0.5315,0.718949463,0.251887265
0.532,0.719316899,0.251416447
0.5325,0.719684148,0.25094563
0.533,0.720051211,0.250474813
0.5335,0.720418088,0.250003996
0.534,0.720784738,0.250003996
0.5345,0.721151177,0.249533178
0.535,0.721517431,0.249062361
0.5355,0.721883501,0.248591544
0.536,0.722249387,0.248120726
0.5365,0.722615028,0.248120726
0.537,0.722980478,0.247649909
0.5375,0.723345746,0.247179092
0.538,0.723710831,0.246708274
0.5385,0.724075716,0.246708274
0.539,0.724440368,0.246237457
0.5395,0.724804838,0.24576664
0.54,0.725169127,0.245295822
0.5405,0.725533235,0.244825005
0.541,0.725897115,0.244825005
0.5415,0.726260792,0.244354188
0.542,0.72662429,0.24388337
0.5425,0.726987608,0.243412553
0.543,0.727350736,0.243412553
0.5435,0.727713624,0.242941736
0.544,0.728076335,0.242470918
0.5445,0.728438868,0.242000101
0.545,0.728801223,0.241529284
0.5455,0.729163349,0.241529284
0.546,0.729525278,0.241058466
0.5465,0.72988703,0.240587649
0.547,0.730248606,0.240116832
0.5475,0.730609983,0.240116832
0.548,0.730971134,0.239646015
0.5485,0.73133211,0.239175197
0.549,0.731692911,0.23870438
0.5495,0.732053539,0.238233563
0.55,0.732413918,0.238233563
0.5505,0.732774123,0.237762745
0.551,0.733134154,0.237291928
0.5515,0.733494013,0.236821111
0.552,0.733853646,0.236821111
0.5525,0.734213084,0.236350293
0.553,0.73457235,0.235879476
0.5535,0.734931445,0.235408659
0.554,0.735290332,0.235408659
0.5545,0.735649008,0.234937841
0.555,0.736007514,0.234467024
0.5555,0.73636585,0.233996207
0.556,0.736723992,0.233996207
0.5565,0.737081911,0.233525389
0.557,0.73743966,0.233054572
0.5575,0.737797242,0.232583755
0.558,0.738154641,0.232583755
0.5585,0.738511807,0.232112937
0.559,0.738868806,0.23164212
0.5595,0.739225637,0.231171303
0.56,0.739582294,0.231171303
0.5605,0.739938712,0.230700486
0.561,0.740294964,0.230229668
0.5615,0.740651051,0.229758851
0.562,0.741006966,0.229758851
0.5625,0.741362641,0.229288034
0.563,0.741718151,0.228817216
0.5635,0.742073497,0.228346399
0.564,0.742428673,0.228346399
0.5645,0.742783609,0.227875582
0.565,0.743138382,0.227404764
0.5655,0.743492992,0.226933947
0.566,0.743847429,0.226933947
0.5665,0.744201631,0.22646313
0.567,0.744555671,0.225992312
0.5675,0.74490955,0.225521495
0.568,0.74526325,0.225521495
0.5685,0.745616722,0.225050678
0.569,0.745970034,0.22457986
0.5695,0.746323186,0.224109043
0.57,0.74667615,0.224109043
0.5705,0.747028897,0.223638226
0.571,0.747381486,0.223167408
0.5715,0.747733916,0.222696591
0.572,0.748086145,0.222696591
0.5725,0.748438172,0.222225774
0.573,0.748790042,0.221754956
0.5735,0.749141755,0.221284139
0.574,0.749493249,0.221284139
0.5745,0.749844561,0.220813322
0.575,0.750195717,0.220342505
0.5755,0.750546717,0.219871687
0.576,0.750897479,0.219871687
0.5765,0.751248079,0.21940087
0.577,0.751598525,0.218930053
0.5775,0.751948799,0.218930053
0.578,0.752298847,0.218459235
0.5785,0.752648742,0.217988418
0.579,0.752998483,0.217517601
0.5795,0.753348026,0.217517601
0.58,0.753697371,0.217046783
0.5805,0.754046563,0.216575966
0.581,0.754395604,0.216105149
0.5815,0.754744418,0.216105149
0.582,0.755093064,0.215634331
0.5825,0.755441559,0.215163514
0.583,0.755789887,0.215163514
0.5835,0.756137989,0.214692697
0.584,0.756485942,0.214221879
0.5845,0.756833744,0.213751062
0.585,0.757181345,0.213751062
0.5855,0.757528756,0.213280245
0.586,0.757876019,0.212809427
0.5865,0.758223134,0.21233861
0.587,0.758570007,0.21233861
0.5875,0.758916732,0.211867793
0.588,0.75926331,0.211396975
0.5885,0.7596097,0.211396975
0.589,0.75995589,0.210926158
0.5895,0.760301933,0.210455341
0.59,0.760647831,0.209984524
0.5905,0.760993497,0.209984524
0.591,0.761339008,0.209513706
0.5915,0.761684374,0.209042889
0.592,0.762029557,0.209042889
0.5925,0.762374538,0.208572072
0.593,0.762719375,0.208101254
0.5935,0.763064069,0.207630437
0.594,0.763408529,0.207630437
0.5945,0.76375284,0.20715962
0.595,0.764097008,0.206688802
0.5955,0.764440987,0.206688802
0.596,0.764784772,0.206217985
0.5965,0.765128416,0.205747168
0.597,0.765471915,0.205747168
0.5975,0.765815178,0.20527635
0.598,0.7661583,0.204805533
0.5985,0.766501283,0.204334716
0.599,0.766844062,0.204334716
0.5995,0.767186665,0.203863898
0.6,0.767529129,0.203393081
0.6005,0.767871428,0.203393081
0.601,0.768213514,0.202922264
0.6015,0.768555462,0.202451446
0.602,0.768897272,0.201980629
0.6025,0.769238853,0.201980629
0.603,0.769580287,0.201509812
0.6035,0.769921584,0.201038995
0.604,0.770262687,0.201038995
0.6045,0.770603609,0.200568177
0.605,0.770944395,0.20009736
0.6055,0.771285021,0.20009736
0.606,0.771625433,0.199626543
0.6065,0.77196571,0.199155725
0.607,0.772305853,0.198684908
0.6075,0.772645764,0.198684908
0.608,0.772985535,0.198214091
0.6085,0.773325172,0.197743273
0.609,0.773664607,0.197743273
0.6095,0.774003873,0.197272456
0.61,0.774343007,0.196801639
0.6105,0.774681966,0.196801639
0.611,0.77502073,0.196330821
0.6115,0.775359363,0.195860004
0.612,0.775697846,0.195860004
0.6125,0.77603611,0.195389187
0.613,0.776374244,0.194918369
0.6135,0.776712247,0.194447552
0.614,0.777050019,0.194447552
0.6145,0.777387656,0.193976735
0.615,0.777725164,0.193505917
0.6155,0.778062462,0.193505917
0.616,0.778399604,0.1930351
0.6165,0.778736617,0.192564283
0.617,0.779073442,0.192564283
0.6175,0.779410091,0.192093465
0.618,0.779746614,0.191622648
0.6185,0.780082965,0.191622648
0.619,0.780419125,0.191151831
0.6195,0.780755157,0.190681014
0.62,0.781091037,0.190681014
0.6205,0.781426708,0.190210196
0.621,0.781762253,0.189739379
0.6215,0.782097661,0.189739379
0.622,0.782432846,0.189268562
0.6225,0.782767906,0.188797744
0.623,0.783102842,0.188797744
0.6235,0.783437543,0.188326927
0.624,0.783772121,0.18785611
0.6245,0.784106576,0.187385292
0.625,0.784440805,0.187385292
0.6255,0.784774902,0.186914475
0.626,0.785108877,0.186443658
0.6265,0.785442637,0.186443658
0.627,0.785776255,0.18597284
0.6275,0.786109753,0.185502023
0.628,0.786443043,0.185502023
0.6285,0.786776185,0.185031206
0.629,0.787109206,0.184560388
0.6295,0.787442028,0.184560388
0.63,0.787774695,0.184089571
0.6305,0.788107244,0.183618754
0.631,0.788439596,0.183618754
0.6315,0.788771792,0.183147936
0.632,0.789103869,0.182677119
0.6325,0.789435754,0.182677119
0.633,0.789767479,0.182206302
0.6335,0.790099087,0.181735485
0.634,0.790430505,0.181735485
0.6345,0.790761762,0.181264667
0.635,0.791092904,0.18079385
0.6355,0.791423854,0.18079385
0.636,0.791754646,0.180323033
0.6365,0.792085322,0.179852215
0.637,0.792415806,0.179852215
0.6375,0.792746134,0.179381398
0.638,0.793076348,0.178910581
0.6385,0.793406366,0.178910581
0.639,0.793736233,0.178439763
0.6395,0.794065987,0.177968946
0.64,0.794395539,0.177968946
0.6405,0.794724946,0.177498129
0.641,0.795054242,0.177027311
0.6415,0.795383329,0.177027311
0.642,0.79571228,0.176556494
0.6425,0.796041119,0.176085677
0.643,0.796369741,0.176085677
0.6435,0.796698237,0.175614859
0.644,0.797026622,0.175144042
0.6445,0.797354781,0.175144042
0.645,0.797682824,0.174673225
0.6455,0.79801075,0.174673225
0.646,0.798338452,0.174202407
0.6465,0.798666044,0.17373159
0.647,0.798993508,0.17373159
0.6475,0.79932076,0.173260773
0.648,0.799647904,0.172789955
0.6485,0.799974904,0.172789955
0.649,0.800301709,0.172319138
0.6495,0.800628407,0.171848321
0.65,0.800954945,0.171848321
0.6505,0.801281305,0.171377504
0.651,0.801607558,0.170906686
0.6515,0.801933635,0.170906686
0.652,0.802259551,0.170435869
0.6525,0.802585362,0.169965052
0.653,0.802910978,0.169965052
0.6535,0.803236453,0.169494234
0.654,0.803561824,0.169023417
0.6545,0.803886979,0.169023417
0.655,0.804212015,0.1685526
0.6555,0.80453694,0.1685526
0.656,0.804861643,0.168081782
0.6565,0.805186243,0.167610965
0.657,0.805510708,0.167610965
0.6575,0.805834975,0.167140148
0.658,0.806159141,0.16666933
0.6585,0.806483146,0.16666933
0.659,0.80680698,0.166198513
0.6595,0.807130713,0.165727696
0.66,0.807454259,0.165727696
0.6605,0.807777662,0.165256878
0.661,0.808100964,0.164786061
0.6615,0.808424052,0.164786061
0.662,0.808747026,0.164315244
0.6625,0.809069885,0.164315244
0.663,0.80939253,0.163844426
0.6635,0.809715077,0.163373609
0.664,0.810037478,0.163373609
0.6645,0.810359697,0.162902792
0.665,0.810681819,0.162431974
0.6655,0.811003763,0.162431974
0.666,0.811325558,0.161961157
0.6665,0.811647257,0.16149034
0.667,0.811968744,0.16149034
0.6675,0.812290119,0.161019523
0.668,0.812611377,0.161019523
0.6685,0.812932428,0.160548705
0.669,0.813253382,0.160077888
0.6695,0.813574185,0.160077888
0.67,0.813894817,0.159607071
0.6705,0.814215354,0.159136253
0.671,0.814535702,0.159136253
0.6715,0.814855917,0.158665436
0.672,0.815176037,0.158665436
0.6725,0.815495932,0.158194619
0.673,0.815815733,0.157723801
0.6735,0.816135398,0.157723801
0.674,0.81645488,0.157252984
0.6745,0.816774269,0.156782167
0.675,0.81709348,0.156782167
0.6755,0.817412551,0.156311349
0.676,0.81773153,0.155840532
0.6765,0.818050288,0.155840532
0.677,0.81836895,0.155369715
0.6775,0.81868748,0.155369715
0.678,0.819005825,0.154898897
0.6785,0.819324081,0.15442808
0.679,0.819642158,0.15442808
0.6795,0.819960098,0.153957263
0.68,0.820277949,0.153486445
0.6805,0.820595574,0.153486445
0.681,0.82091311,0.153015628
0.6815,0.821230509,0.153015628
0.682,0.821547732,0.152544811
0.6825,0.821864867,0.152073994
0.683,0.822181814,0.152073994
0.6835,0.822498636,0.151603176
0.684,0.822815358,0.151603176
0.6845,0.823131868,0.151132359
0.685,0.823448292,0.150661542
0.6855,0.823764563,0.150661542
0.686,0.824080676,0.150190724
0.6865,0.824396705,0.149719907
0.687,0.824712525,0.149719907
0.6875,0.825028244,0.14924909
0.688,0.825343839,0.14924909
0.6885,0.825659248,0.148778272
0.689,0.825974574,0.148307455
0.6895,0.82628972,0.148307455
0.69,0.826604738,0.147836638
0.6905,0.826919658,0.147836638
0.691,0.827234369,0.14736582
0.6915,0.827548998,0.146895003
0.692,0.82786347,0.146895003
0.6925,0.828177792,0.146424186
0.693,0.828492033,0.145953368
0.6935,0.828806057,0.145953368
0.694,0.829119993,0.145482551
0.6945,0.829433792,0.145482551
0.695,0.829747424,0.145011734
0.6955,0.830060976,0.144540916
0.696,0.830374328,0.144540916
0.6965,0.830687577,0.144070099
0.697,0.831000705,0.144070099
0.6975,0.831313651,0.143599282
0.698,0.831626519,0.143128464
0.6985,0.8319392,0.143128464
0.699,0.832251767,0.142657647
0.6995,0.832564225,0.142657647
0.7,0.832876491,0.14218683
0.7005,0.83318868,0.141716013
0.701,0.833500691,0.141716013
0.7015,0.833812581,0.141245195
0.702,0.834124369,0.141245195
0.7025,0.83443596,0.140774378
0.703,0.834747475,0.140303561
0.7035,0.835058818,0.140303561
0.704,0.835370036,0.139832743
0.7045,0.835681156,0.139832743
0.705,0.835992076,0.139361926
0.7055,0.836302923,0.138891109
0.706,0.836613598,0.138891109
0.7065,0.836924149,0.138420291
0.707,0.837234602,0.138420291
0.7075,0.837544857,0.137949474
0.708,0.83785504,0.137478657
0.7085,0.838165049,0.137478657
0.709,0.838474937,0.137007839
0.7095,0.838784725,0.137007839
0.71,0.83909432,0.136537022
0.7105,0.839403843,0.136066205
0.711,0.839713187,0.136066205
0.7115,0.840022419,0.135595387
0.712,0.840331541,0.135595387
0.7125,0.840640481,0.13512457
0.713,0.840949351,0.134653753
0.7135,0.841258031,0.134653753
0.714,0.84156661,0.134182935
0.7145,0.841875069,0.134182935
0.715,0.842183358,0.133712118
0.7155,0.842491579,0.133241301
0.716,0.842799596,0.133241301
0.7165,0.843107528,0.132770483
0.717,0.843415325,0.132770483
0.7175,0.843722969,0.132299666
0.718,0.844030544,0.132299666
0.7185,0.844337901,0.131828849
0.719,0.844645191,0.131358032
0.7195,0.844952326,0.131358032
0.72,0.84525933,0.130887214
0.7205,0.845566244,0.130887214
0.721,0.845872963,0.130416397
0.7215,0.846179616,0.12994558
0.722,0.84648609,0.12994558
0.7225,0.846792459,0.129474762
0.723,0.847098713,0.129474762
0.7235,0.847404798,0.129003945
0.724,0.847710819,0.128533128
0.7245,0.848016634,0.128533128
0.725,0.848322372,0.12806231
0.7255,0.848627968,0.12806231
0.726,0.848933424,0.127591493
0.7265,0.8492388,0.127591493
0.727,0.849543975,0.127120676
0.7275,0.849849087,0.126649858
0.728,0.850154025,0.126649858
0.7285,0.850458858,0.126179041
0.729,0.850763577,0.126179041
0.7295,0.851068129,0.125708224
0.73,0.851372622,0.125237406
0.7305,0.851676903,0.125237406
0.731,0.851981117,0.124766589
0.7315,0.852285179,0.124766589
0.732,0.852589115,0.124295772
0.7325,0.852892959,0.124295772
0.733,0.853196618,0.123824954
0.7335,0.853500218,0.123354137
0.734,0.853803625,0.123354137
0.7345,0.854106949,0.12288332
0.735,0.854410138,0.12288332
0.7355,0.854713187,0.122412503
0.736,0.855016158,0.122412503
0.7365,0.855318931,0.121941685
0.737,0.855621648,0.121470868
0.7375,0.855924184,0.121470868
0.738,0.856226627,0.121000051
0.7385,0.856528944,0.121000051
0.739,0.856831115,0.120529233
0.7395,0.857133214,0.120529233
0.74,0.857435112,0.120058416
0.7405,0.857736955,0.119587599
0.741,0.85803862,0.119587599
0.7415,0.858340192,0.119116781
0.742,0.85864164,0.119116781
0.7425,0.858942941,0.118645964
0.743,0.859244172,0.118645964
0.7435,0.859545203,0.118175147
0.744,0.859846181,0.117704329
0.7445,0.860146978,0.117704329
0.745,0.860447687,0.117233512
0.7455,0.860748268,0.117233512
0.746,0.861048708,0.116762695
0.7465,0.861349072,0.116762695
0.747,0.861649245,0.116291877
0.7475,0.861949367,0.11582106
0.748,0.862249298,0.11582106
0.7485,0.862549154,0.115350243
0.749,0.862848869,0.115350243
0.7495,0.863148458,0.114879425
0.75,0.863447957,0.114879425
0.7505,0.863747281,0.114408608
0.751,0.864046557,0.113937791
0.7515,0.864345624,0.113937791
0.752,0.864644635,0.113466973
0.7525,0.864943486,0.113466973
0.753,0.865242233,0.112996156
0.7535,0.865540869,0.112996156
0.754,0.865839353,0.112525339
0.7545,0.866137773,0.112525339
0.755,0.866435996,0.112054522
0.7555,0.866734171,0.111583704
0.756,0.867032161,0.111583704
0.7565,0.867330075,0.111112887
0.757,0.867627849,0.111112887
0.7575,0.867925503,0.11064207
0.758,0.868223062,0.11064207
0.7585,0.868520456,0.110171252
0.759,0.868817801,0.110171252
0.7595,0.869114935,0.109700435
0.76,0.869412026,0.109229618
0.7605,0.869708941,0.109229618
0.761,0.870005773,0.1087588
0.7615,0.870302473,0.1087588
0.762,0.870599048,0.108287983
0.7625,0.870895534,0.108287983
0.763,0.871191851,0.107817166
0.7635,0.871488123,0.107817166
0.764,0.871784184,0.107346348
0.7645,0.872080204,0.106875531
0.765,0.872376047,0.106875531
0.7655,0.872671811,0.106404714
0.766,0.872967441,0.106404714
0.7665,0.87326295,0.105933896
0.767,0.873558366,0.105933896
0.7675,0.873853622,0.105463079
0.768,0.874148824,0.105463079
0.7685,0.874443826,0.104992262
0.769,0.874738789,0.104521444
0.7695,0.875033564,0.104521444
0.77,0.875328275,0.104050627
0.7705,0.875622836,0.104050627
0.771,0.875917295,0.10357981
0.7715,0.876211643,0.10357981
0.772,0.876505851,0.103108993
0.7725,0.876799987,0.103108993
0.773,0.877093944,0.102638175
0.7735,0.877387865,0.102167358
0.774,0.877681574,0.102167358
0.7745,0.877975246,0.101696541
0.775,0.878268742,0.101696541
0.7755,0.878562165,0.101225723
0.776,0.878855449,0.101225723
0.7765,0.879148624,0.100754906
0.777,0.879441695,0.100754906
0.7775,0.879734623,0.100284089
0.778,0.880027482,0.100284089
0.7785,0.880320162,0.099813271
0.779,0.880612809,0.099342454
0.7795,0.880905243,0.099342454
0.78,0.881197644,0.098871637
0.7805,0.881489867,0.098871637
0.781,0.881782022,0.098400819
0.7815,0.882074033,0.098400819
0.782,0.882365944,0.097930002
0.7825,0.882657743,0.097930002
0.783,0.88294941,0.097459185
0.7835,0.883240998,0.097459185
0.784,0.883532422,0.096988367
0.7845,0.883823797,0.096988367
0.785,0.884114979,0.09651755
0.7855,0.884406129,0.096046733
0.786,0.884697082,0.096046733
0.7865,0.884987992,0.095575915
0.787,0.885278733,0.095575915
0.7875,0.885569402,0.095105098
0.788,0.885859932,0.095105098
0.7885,0.88615036,0.094634281
0.789,0.88644068,0.094634281
0.7895,0.886730869,0.094163463
0.79,0.887020978,0.094163463
0.7905,0.887310927,0.093692646
0.791,0.887600825,0.093692646
0.7915,0.887890536,0.093221829
0.792,0.888180219,0.092751012
0.7925,0.888469696,0.092751012
0.793,0.888759143,0.092280194
0.7935,0.889048409,0.092280194
0.794,0.889337619,0.091809377
0.7945,0.889626675,0.091809377
0.795,0.889915649,0.09133856
0.7955,0.890204495,0.09133856
0.796,0.890493233,0.090867742
0.7965,0.890781869,0.090867742
0.797,0.891070372,0.090396925
0.7975,0.891358799,0.090396925
0.798,0.891647067,0.089926108
0.7985,0.891935284,0.089926108
0.799,0.892223319,0.08945529
0.7995,0.892511326,0.08945529
0.8,0.892799128,0.088984473
0.8005,0.893086907,0.088513656
0.801,0.893374495,0.088513656
0.8015,0.893662042,0.088042838
0.802,0.893949421,0.088042838
0.8025,0.894236736,0.087572021
0.803,0.894523906,0.087572021
0.8035,0.894810991,0.087101204
0.804,0.895097952,0.087101204
0.8045,0.895384806,0.086630386
0.805,0.895671558,0.086630386
0.8055,0.895958183,0.086159569
0.806,0.896244726,0.086159569
0.8065,0.896531122,0.085688752
0.807,0.896817457,0.085688752
0.8075,0.897103625,0.085217934
0.808,0.89738975,0.085217934
0.8085,0.89767569,0.084747117
0.809,0.897961608,0.084747117
0.8095,0.898247321,0.0842763
0.81,0.898533015,0.083805482
0.8105,0.898818516,0.083805482
0.811,0.899103985,0.083334665
0.8115,0.899389278,0.083334665
0.812,0.899674521,0.082863848
0.8125,0.899959606,0.082863848
0.813,0.900244624,0.082393031
0.8135,0.900529501,0.082393031
0.814,0.900814296,0.081922213
0.8145,0.901098965,0.081922213
0.815,0.901383536,0.081451396
0.8155,0.901667997,0.081451396
0.816,0.901952345,0.080980579
0.8165,0.902236599,0.080980579
0.817,0.902520724,0.080509761
0.8175,0.902804771,0.080509761
0.818,0.903088675,0.080038944
0.8185,0.903372514,0.080038944
0.819,0.903656197,0.079568127
0.8195,0.903939829,0.079568127
0.82,0.904223291,0.079097309
0.8205,0.904506716,0.079097309
0.821,0.904789958,0.078626492
0.8215,0.905073176,0.078626492
0.822,0.905356199,0.078155675
0.8225,0.90563921,0.077684857
0.823,0.905922014,0.077684857
0.8235,0.906204807,0.07721404
0.824,0.906487405,0.07721404
0.8245,0.90676998,0.076743223
0.825,0.907052372,0.076743223
0.8255,0.907334729,0.076272405
0.826,0.907616915,0.076272405
0.8265,0.907899056,0.075801588
0.827,0.908181035,0.075801588
0.8275,0.908462961,0.075330771
0.828,0.908744734,0.075330771
0.8285,0.909026444,0.074859953
0.829,0.909308011,0.074859953
0.8295,0.909589507,0.074389136
0.83,0.909870868,0.074389136
0.8305,0.910152149,0.073918319
0.831,0.910433305,0.073918319
0.8315,0.910714373,0.073447502
0.832,0.910995323,0.073447502
0.8325,0.911276178,0.072976684
0.833,0.911556923,0.072976684
0.8335,0.911837566,0.072505867
0.834,0.912118105,0.072505867
0.8345,0.912398536,0.07203505
0.835,0.91267887,0.07203505
0.8355,0.91295909,0.071564232
0.836,0.913239219,0.071564232
0.8365,0.913519229,0.071093415
0.837,0.913799152,0.071093415
0.8375,0.914078952,0.070622598
0.838,0.914358671,0.070622598
0.8385,0.914638262,0.07015178
0.839,0.914917776,0.07015178
0.8395,0.915197158,0.069680963
0.84,0.915476467,0.069680963
0.8405,0.915755641,0.069210146
0.841,0.916034746,0.069210146
0.8415,0.916313713,0.068739328
0.842,0.916592613,0.068739328
0.8425,0.916871373,0.068268511
0.843,0.917150069,0.068268511
0.8435,0.917428622,0.067797694
0.844,0.917707114,0.067797694
0.8445,0.917985462,0.067326876
0.845,0.918263749,0.067326876
0.8455,0.918541892,0.066856059
