EPS	MSE
0.6645	0.810359697
0.665	0.810681819
0.6655	0.811003763
0.666	0.811325558
0.6665	0.811647257
0.667	0.811968744
0.6675	0.812290119
0.668	0.812611377
0.6685	0.812932428
0.669	0.813253382
0.6695	0.813574185
0.67	0.813894817
0.6705	0.814215354
0.671	0.814535702
0.6715	0.814855917
0.672	0.815176037
0.6725	0.815495932
0.673	0.815815733
0.6735	0.816135398
0.674	0.81645488
0.6745	0.816774269
0.675	0.81709348
0.6755	0.817412551
0.676	0.81773153
0.6765	0.818050288
0.677	0.81836895
0.6775	0.81868748
0.678	0.819005825
0.6785	0.819324081
0.679	0.819642158
0.6795	0.819960098
0.68	0.820277949
0.6805	0.820595574
0.681	0.82091311
0.6815	0.821230509
0.682	0.821547732
0.6825	0.821864867
0.683	0.822181814
0.6835	0.822498636
0.684	0.822815358
0.6845	0.823131868
0.685	0.823448292
0.6855	0.823764563
0.686	0.824080676
0.6865	0.824396705
0.687	0.824712525
0.6875	0.825028244
0.688	0.825343839
0.6885	0.825659248
0.689	0.825974574
0.6895	0.82628972
0.69	0.826604738
0.6905	0.826919658
0.691	0.827234369
0.6915	0.827548998
0.692	0.82786347
0.6925	0.828177792
0.693	0.828492033
0.6935	0.828806057
0.694	0.829119993
0.6945	0.829433792
0.695	0.829747424
0.6955	0.830060976
0.696	0.830374328
0.6965	0.830687577
0.697	0.831000705
0.6975	0.831313651
0.698	0.831626519
0.6985	0.8319392
0.699	0.832251767
0.6995	0.832564225
0.7	0.832876491
0.7005	0.83318868
0.701	0.833500691
0.7015	0.833812581
0.702	0.834124369
0.7025	0.83443596
0.703	0.834747475
0.7035	0.835058818
0.704	0.835370036
0.7045	0.835681156
0.705	0.835992076
0.7055	0.836302923
0.706	0.836613598
0.7065	0.836924149
0.707	0.837234602
0.7075	0.837544857
0.708	0.83785504
0.7085	0.838165049
0.709	0.838474937
0.7095	0.838784725
0.71	0.83909432
0.7105	0.839403843
0.711	0.839713187
0.7115	0.840022419
0.712	0.840331541
0.7125	0.840640481
0.713	0.840949351
0.7135	0.841258031
0.714	0.84156661
0.7145	0.841875069
0.715	0.842183358
0.7155	0.842491579
0.716	0.842799596
0.7165	0.843107528
0.717	0.843415325
0.7175	0.843722969
0.718	0.844030544
0.7185	0.844337901
0.719	0.844645191
0.7195	0.844952326
0.72	0.84525933
0.7205	0.845566244
0.721	0.845872963
0.7215	0.846179616
0.722	0.84648609
0.7225	0.846792459
0.723	0.847098713
0.7235	0.847404798
0.724	0.847710819
0.7245	0.848016634
0.725	0.848322372
0.7255	0.848627968
0.726	0.848933424
0.7265	0.8492388
0.727	0.849543975
0.7275	0.849849087
0.728	0.850154025
0.7285	0.850458858
0.729	0.850763577
0.7295	0.851068129
0.73	0.851372622
0.7305	0.851676903
0.731	0.851981117
0.7315	0.852285179
0.732	0.852589115
0.7325	0.852892959
0.733	0.853196618
0.7335	0.853500218
0.734	0.853803625
0.7345	0.854106949
0.735	0.854410138
0.7355	0.854713187
0.736	0.855016158
0.7365	0.855318931
0.737	0.855621648
0.7375	0.855924184
0.738	0.856226627
0.7385	0.856528944
0.739	0.856831115
0.7395	0.857133214
0.74	0.857435112
0.7405	0.857736955
0.741	0.85803862
0.7415	0.858340192
0.742	0.85864164
0.7425	0.858942941
0.743	0.859244172
0.7435	0.859545203
0.744	0.859846181
0.7445	0.860146978
0.745	0.860447687
0.7455	0.860748268
0.746	0.861048708
0.7465	0.861349072
0.747	0.861649245
0.7475	0.861949367
0.748	0.862249298
0.7485	0.862549154
0.749	0.862848869
0.7495	0.863148458
0.75	0.863447957
0.7505	0.863747281
0.751	0.864046557
0.7515	0.864345624
0.752	0.864644635
0.7525	0.864943486
0.753	0.865242233
0.7535	0.865540869
0.754	0.865839353
0.7545	0.866137773
0.755	0.866435996
0.7555	0.866734171
0.756	0.867032161
0.7565	0.867330075
0.757	0.867627849
0.7575	0.867925503
0.758	0.868223062
0.7585	0.868520456
0.759	0.868817801
0.7595	0.869114935
0.76	0.869412026
0.7605	0.869708941
0.761	0.870005773
0.7615	0.870302473
0.762	0.870599048
0.7625	0.870895534
0.763	0.871191851
0.7635	0.871488123
0.764	0.871784184
0.7645	0.872080204
0.765	0.872376047
0.7655	0.872671811
0.766	0.872967441
0.7665	0.87326295
0.767	0.873558366
0.7675	0.873853622
0.768	0.874148824
0.7685	0.874443826
0.769	0.874738789
0.7695	0.875033564
0.77	0.875328275
0.7705	0.875622836
0.771	0.875917295
0.7715	0.876211643
0.772	0.876505851
0.7725	0.876799987
0.773	0.877093944
0.7735	0.877387865
0.774	0.877681574
0.7745	0.877975246
0.775	0.878268742
0.7755	0.878562165
0.776	0.878855449
0.7765	0.879148624
0.777	0.879441695
0.7775	0.879734623
0.778	0.880027482
0.7785	0.880320162
0.779	0.880612809
0.7795	0.880905243
0.78	0.881197644
0.7805	0.881489867
0.781	0.881782022
0.7815	0.882074033
0.782	0.882365944
0.7825	0.882657743
0.783	0.88294941
0.7835	0.883240998
0.784	0.883532422
0.7845	0.883823797
0.785	0.884114979
0.7855	0.884406129
0.786	0.884697082
0.7865	0.884987992
0.787	0.885278733
0.7875	0.885569402
0.788	0.885859932
0.7885	0.88615036
0.789	0.88644068
0.7895	0.886730869
0.79	0.887020978
0.7905	0.887310927
0.791	0.887600825
0.7915	0.887890536
0.792	0.888180219
0.7925	0.888469696
0.793	0.888759143
0.7935	0.889048409
0.794	0.889337619
0.7945	0.889626675
0.795	0.889915649
0.7955	0.890204495
0.796	0.890493233
0.7965	0.890781869
0.797	0.891070372
0.7975	0.891358799
0.798	0.891647067
0.7985	0.891935284
0.799	0.892223319
0.7995	0.892511326
0.8	0.892799128
0.8005	0.893086907
0.801	0.893374495
0.8015	0.893662042
0.802	0.893949421
0.8025	0.894236736
0.803	0.894523906
0.8035	0.894810991
0.804	0.895097952
0.8045	0.895384806
0.805	0.895671558
0.8055	0.895958183
0.806	0.896244726
0.8065	0.896531122
0.807	0.896817457
0.8075	0.897103625
0.808	0.89738975
0.8085	0.89767569
0.809	0.897961608
0.8095	0.898247321
0.81	0.898533015
0.8105	0.898818516
0.811	0.899103985
0.8115	0.899389278
0.812	0.899674521
0.8125	0.899959606
0.813	0.900244624
0.8135	0.900529501
0.814	0.900814296
0.8145	0.901098965
0.815	0.901383536
0.8155	0.901667997
0.816	0.901952345
0.8165	0.902236599
0.817	0.902520724
0.8175	0.902804771
0.818	0.903088675
0.8185	0.903372514
0.819	0.903656197
0.8195	0.903939829
0.82	0.904223291
0.8205	0.904506716
0.821	0.904789958
0.8215	0.905073176
0.822	0.905356199
0.8225	0.90563921
0.823	0.905922014
0.8235	0.906204807
0.824	0.906487405
0.8245	0.90676998
0.825	0.907052372
0.8255	0.907334729
0.826	0.907616915
0.8265	0.907899056
0.827	0.908181035
0.8275	0.908462961
0.828	0.908744734
0.8285	0.909026444
0.829	0.909308011
0.8295	0.909589507
0.83	0.909870868
0.8305	0.910152149
0.831	0.910433305
0.8315	0.910714373
0.832	0.910995323
0.8325	0.911276178
0.833	0.911556923
0.8335	0.911837566
0.834	0.912118105
0.8345	0.912398536
0.835	0.91267887
0.8355	0.91295909
0.836	0.913239219
0.8365	0.913519229
0.837	0.913799152
0.8375	0.914078952
0.838	0.914358671
0.8385	0.914638262
0.839	0.914917776
0.8395	0.915197158
0.84	0.915476467
0.8405	0.915755641
0.841	0.916034746
0.8415	0.916313713
0.842	0.916592613
0.8425	0.916871373
0.843	0.917150069
0.8435	0.917428622
0.844	0.917707114
0.8445	0.917985462
0.845	0.918263749
0.8455	0.918541892
0.846	0.918819976
0.8465	0.919097914
0.847	0.919375794
0.8475	0.919653528
0.848	0.919931204
0.8485	0.920208736
0.849	0.920486208
0.8495	0.920763537
0.85	0.921040806
0.8505	0.921317932
0.851	0.921594998
0.8515	0.921871923
0.852	0.922148785
0.8525	0.922425509
0.853	0.922702168
0.8535	0.922978692
0.854	0.923255148
0.8545	0.923531472
0.855	0.923807725
0.8555	0.92408385
0.856	0.9243599
0.8565	0.924635827
0.857	0.924911674
0.8575	0.925187403
0.858	0.925463048
0.8585	0.925738579
0.859	0.926014022
0.8595	0.926289356
0.86	0.926564597
0.8605	0.926839735
0.861	0.927114773
0.8615	0.927389716
0.862	0.927664552
0.8625	0.9279393
0.863	0.928213933
0.8635	0.928488487
0.864	0.928762919
0.8645	0.929037279
0.865	0.929311509
0.8655	0.929585676
0.866	0.929859704
0.8665	0.930133678
0.867	0.930407505
0.8675	0.930681287
0.868	0.930954913
0.8685	0.931228503
0.869	0.931501928
0.8695	0.931775328
0.87	0.932048551
0.8705	0.93232176
0.871	0.932594782
0.8715	0.932867802
0.872	0.933140623
0.8725	0.933413444
0.873	0.933686074
0.8735	0.933958694
0.874	0.934231136
0.8745	0.934503556
0.875	0.93477581
0.8755	0.935048028
0.876	0.935320095
0.8765	0.935592114
0.877	0.935863994
0.8775	0.936135812
0.878	0.936407506
0.8785	0.936679124
0.879	0.936950633
0.8795	0.93722205
0.88	0.937493374
0.8805	0.937764592
0.881	0.938035732
0.8815	0.938306749
0.882	0.938577706
0.8825	0.938848523
0.883	0.939119297
0.8835	0.939389915
0.884	0.939660505
0.8845	0.939930924
0.885	0.940201333
0.8855	0.940471552
0.886	0.940741771
0.8865	0.941011799
0.887	0.941281818
0.8875	0.941551666
0.888	0.941821486
0.8885	0.942091154
0.889	0.942360775
0.8895	0.942630264
0.89	0.942899686
0.8905	0.943168995
0.891	0.943438219
0.8915	0.94370735
0.892	0.943976374
0.8925	0.944245328
0.893	0.944514154
0.8935	0.94478293
0.894	0.945051558
0.8945	0.945320158
0.895	0.945588587
0.8955	0.94585701
0.896	0.946125241
0.8965	0.946393472
0.897	0.946661522
0.8975	0.946929555
0.898	0.94719743
0.8985	0.947465265
0.899	0.947732967
0.8995	0.947765662
0.9	0.947765662
0.9005	0.947765662
0.901	0.947765662
0.9015	0.947765662
0.902	0.947765662
0.9025	0.947765662
0.903	0.947765662
0.9035	0.947765662
0.904	0.947765662
0.9045	0.947765662
0.905	0.947765662
0.9055	0.947765662
0.906	0.947765662
0.9065	0.947765662
0.907	0.947765662
0.9075	0.947765662
0.908	0.947765662
0.9085	0.947765662
0.909	0.947765662
0.9095	0.947765662
0.91	0.947765662
0.9105	0.947765662
0.911	0.947765662
0.9115	0.947765662
0.912	0.947765662
0.9125	0.947765662
0.913	0.947765662
0.9135	0.947765662
0.914	0.947765662
0.9145	0.947765662
0.915	0.947765662
0.9155	0.947765662
0.916	0.947765662
0.9165	0.947765662
0.917	0.947765662
0.9175	0.947765662
0.918	0.947765662
0.9185	0.947765662
0.919	0.947765662
0.9195	0.947765662
0.92	0.947765662
0.9205	0.947765662
0.921	0.947765662
0.9215	0.947765662
0.922	0.947765662
0.9225	0.947765662
0.923	0.947765662
0.9235	0.947765662
0.924	0.947765662
0.9245	0.947765662
0.925	0.947765662
0.9255	0.947765662
0.926	0.947765662
0.9265	0.947765662
0.927	0.947765662
0.9275	0.947765662
0.928	0.947765662
0.9285	0.947765662
0.929	0.947765662
0.9295	0.947765662
0.93	0.947765662
0.9305	0.947765662
0.931	0.947765662
0.9315	0.947765662
0.932	0.947765662
0.9325	0.947765662
0.933	0.947765662
0.9335	0.947765662
0.934	0.947765662
0.9345	0.947765662
0.935	0.947765662
0.9355	0.947765662
0.936	0.947765662
0.9365	0.947765662
0.937	0.947765662
0.9375	0.947765662
0.938	0.947765662
0.9385	0.947765662
0.939	0.947765662
0.9395	0.947765662
0.94	0.947765662
0.9405	0.947765662
0.941	0.947765662
0.9415	0.947765662
0.942	0.947765662
0.9425	0.947765662
0.943	0.947765662
0.9435	0.947765662
0.944	0.947765662
0.9445	0.947765662
0.945	0.947765662
0.9455	0.947765662
0.946	0.947765662
0.9465	0.947765662
0.947	0.947765662
0.9475	0.947765662
0.948	0.947765662
0.9485	0.947765662
0.949	0.947765662
0.9495	0.947765662
0.95	0.947765662
0.9505	0.947765662
0.951	0.947765662
0.9515	0.947765662
0.952	0.947765662
0.9525	0.947765662
0.953	0.947765662
0.9535	0.947765662
0.954	0.947765662
0.9545	0.947765662
0.955	0.947765662
0.9555	0.947765662
0.956	0.947765662
0.9565	0.947765662
0.957	0.947765662
0.9575	0.947765662
0.958	0.947765662
0.9585	0.947765662
0.959	0.947765662
0.9595	0.947765662
0.96	0.947765662
0.9605	0.947765662
0.961	0.947765662
0.9615	0.947765662
0.962	0.947765662
0.9625	0.947765662
0.963	0.947765662
0.9635	0.947765662
0.964	0.947765662
0.9645	0.947765662
0.965	0.947765662
0.9655	0.947765662
0.966	0.947765662
0.9665	0.947765662
0.967	0.947765662
0.9675	0.947765662
0.968	0.947765662
0.9685	0.947765662
0.969	0.947765662
0.9695	0.947765662
0.97	0.947765662
0.9705	0.947765662
0.971	0.947765662
0.9715	0.947765662
0.972	0.947765662
0.9725	0.947765662
0.973	0.947765662
0.9735	0.947765662
0.974	0.947765662
0.9745	0.947765662
0.975	0.947765662
0.9755	0.947765662
0.976	0.947765662
0.9765	0.947765662
0.977	0.947765662
0.9775	0.947765662
0.978	0.947765662
0.9785	0.947765662
0.979	0.947765662
0.9795	0.947765662
0.98	0.947765662
0.9805	0.947765662
0.981	0.947765662
0.9815	0.947765662
0.982	0.947765662
0.9825	0.947765662
0.983	0.947765662
0.9835	0.947765662
0.984	0.947765662
0.9845	0.947765662
0.985	0.947765662
0.9855	0.947765662
0.986	0.947765662
0.9865	0.947765662
0.987	0.947765662
0.9875	0.947765662
0.988	0.947765662
0.9885	0.947765662
0.989	0.947765662
0.9895	0.947765662
0.99	0.947765662
0.9905	0.947765662
0.991	0.947765662
0.9915	0.947765662
0.992	0.947765662
0.9925	0.947765662
0.993	0.947765662
0.9935	0.947765662
0.994	0.947765662
0.9945	0.947765662
0.995	0.947765662
0.9955	0.947765662
0.996	0.947765662
0.9965	0.947765662
0.997	0.947765662
0.9975	0.947765662
0.998	0.947765662
0.9985	0.947765662
0.999	0.947765662
0.9995	0.947765662
1	0.947765662
