"k","eps","mse"
1,0.0467150712888653,0.15917801264644
1,0.0469648838356973,0.159764561990541
1,0.0472146963825294,0.160349913908357
1,0.0474645089293614,0.16093407636337
1,0.0477143214761935,0.161517057322704
1,0.0479641340230255,0.162098864757118
1,0.0482139465698576,0.162679506641002
1,0.0484637591166896,0.163258990952377
1,0.0487135716635216,0.163837313771346
1,0.0489633842103537,0.164414490557809
1,0.0492131967571857,0.16499053215308
1,0.0494630093040178,0.165565446548549
1,0.0497128218508498,0.16613923537293
1,0.0499626343976818,0.166711897013485
1,0.0502124469445139,0.167283453871511
1,0.0504622594913459,0.167853913951695
1,0.050712072038178,0.168423261456678
1,0.05096188458501,0.168991523635262
1,0.0512116971318421,0.169558711298028
1,0.0514615096786741,0.170124801595071
1,0.0517113222255061,0.170689832022305
1,0.0519611347723382,0.171253794681171
1,0.0522109473191702,0.1718166937295
1,0.0524607598660023,0.172378549772836
1,0.0527105724128343,0.17293934350714
1,0.0529603849596663,0.17349911377846
1,0.0532101975064984,0.174057828280814
1,0.0534600100533304,0.174615533635445
1,0.0537098226001625,0.175172195005059
1,0.0539596351469945,0.175727856310099
1,0.0542094476938266,0.176282490663255
1,0.0544592602406586,0.176836128797519
1,0.0547090727874906,0.177388762267512
1,0.0549588853343227,0.177940398121481
1,0.0552086978811547,0.178491056858555
1,0.0554585104279868,0.179040711334327
1,0.0557083229748188,0.179589398408913
1,0.0559581355216508,0.180137115516852
1,0.0562079480684829,0.180683851407141
1,0.0564577606153149,0.181229633289519
1,0.056707573162147,0.181774463414001
1,0.056957385708979,0.18231832432867
1,0.0572071982558111,0.182861244637851
1,0.0574570108026431,0.18340322845795
1,0.0577068233494751,0.183944272051695
1,0.0579566358963072,0.184484374438285
1,0.0582064484431392,0.185023553749881
1,0.0584562609899713,0.18556181410622
1,0.0587060735368033,0.186099159627778
1,0.0589558860836354,0.186635583278294
1,0.0592056986304674,0.187171096242696
1,0.0594555111772994,0.187705707800497
1,0.0597053237241315,0.188239422075453
1,0.0599551362709635,0.188772243192045
1,0.0602049488177956,0.189304175275476
1,0.0604547613646276,0.18983522245167
1,0.0607045739114596,0.190365385177675
1,0.0609543864582917,0.190894667363275
1,0.0612041990051237,0.191423078088723
1,0.0614540115519558,0.191950621483154
1,0.0617038240987878,0.192477301676413
1,0.0619536366456199,0.193003122799049
1,0.0622034491924519,0.193528088982316
1,0.0624532617392839,0.194052204358169
1,0.062703074286116,0.19457547305926
1,0.062952886832948,0.195097899218939
1,0.0632026993797801,0.195619486971251
1,0.0634525119266121,0.196140240450929
1,0.0637023244734441,0.196660163793399
1,0.0639521370202762,0.197179261134771
1,0.0642019495671082,0.197697536611843
1,0.0644517621139403,0.198214994362091
1,0.0647015746607723,0.198731635102372
1,0.0649513872076043,0.199247460288464
1,0.0652011997544364,0.199762479093622
1,0.0654510123012684,0.200276695657682
1,0.0657008248481005,0.200790114121151
1,0.0659506373949325,0.201302738625207
1,0.0662004499417646,0.201814573311688
1,0.0664502624885966,0.202325622323099
1,0.0667000750354286,0.202835878180214
1,0.0669498875822607,0.203345350426369
1,0.0671997001290927,0.203854048355721
1,0.0674495126759248,0.204361976113061
1,0.0676993252227568,0.204869137843831
1,0.0679491377695889,0.205375525335695
1,0.0681989503164209,0.205881144493208
1,0.0684487628632529,0.206386008989622
1,0.068698575410085,0.206890122972623
1,0.068948387956917,0.207393480144013
1,0.0691982005037491,0.207896078541954
1,0.0694480130505811,0.208397937797433
1,0.0696978255974132,0.208899062060342
1,0.0699476381442452,0.209399431734339
1,0.0701974506910772,0.209899067411453
1,0.0704472632379093,0.210397979472329
1,0.0706970757847413,0.210896153822856
1,0.0709468883315734,0.211393597080002
1,0.0711967008784054,0.211890328101003
1,0.0714465134252374,0.212386330085745
1,0.0716963259720695,0.212881612090415
1,0.0719461385189015,0.213376193242737
1,0.0721959510657336,0.213870045823004
1,0.0724457636125656,0.214363197751635
1,0.0726955761593977,0.214855651086877
1,0.0729453887062297,0.215347386355986
1,0.0731952012530617,0.215838439393811
1,0.0734450137998938,0.216328780847941
1,0.0736948263467258,0.216818437026984
1,0.0739446388935579,0.217307403021905
1,0.0741944514403899,0.217795674910978
1,0.074444263987222,0.218283274674496
1,0.074694076534054,0.21877017484407
1,0.074943889080886,0.219256417604503
1,0.0751937016277181,0.219741958626683
1,0.0754435141745501,0.220226850525038
1,0.0756933267213822,0.220711048061345
1,0.0759431392682142,0.221194600626483
1,0.0761929518150462,0.221677464952639
1,0.0764427643618783,0.222159690761016
1,0.0766925769087103,0.222641231107167
1,0.0769423894555424,0.223122138148004
1,0.0771922020023744,0.223602368333501
1,0.0774420145492064,0.224081964519859
1,0.0776918270960385,0.224560898442144
1,0.0779416396428705,0.22503919300502
1,0.0781914521897026,0.225516843245481
1,0.0784412647365346,0.225993845416255
1,0.0786910772833667,0.226470224557739
1,0.0789408898301987,0.226945943568154
1,0.0791907023770307,0.227421046491938
1,0.0794405149238628,0.227895509277085
1,0.0796903274706948,0.228369342167499
1,0.0799401400175269,0.228842564361148
1,0.0801899525643589,0.229315136450587
1,0.080439765111191,0.229787101881813
1,0.080689577658023,0.230258451161289
1,0.080939390204855,0.230729168919017
1,0.0811892027516871,0.231199285551826
1,0.0814390152985191,0.231668787438484
1,0.0816888278453512,0.232137669525397
1,0.0819386403921832,0.232605956020439
1,0.0821884529390152,0.233073636037915
1,0.0824382654858473,0.233540701114737
1,0.0826880780326793,0.234007176132466
1,0.0829378905795114,0.234473059806571
1,0.0831877031263434,0.234938326533773
1,0.0834375156731755,0.235403008734369
1,0.0836873282200075,0.235867108046397
1,0.0839371407668395,0.236330608630704
1,0.0841869533136716,0.236793516673995
1,0.0844367658605036,0.237255847360737
1,0.0846865784073357,0.237717602328755
1,0.0849363909541677,0.238178762800312
1,0.0851862035009998,0.238639343520821
1,0.0854360160478318,0.239099354054118
1,0.0856858285946638,0.239558796037798
1,0.0859356411414959,0.240017659375936
1,0.0861854536883279,0.240475944132656
1,0.08643526623516,0.240933665870727
1,0.086685078781992,0.241390826227507
1,0.0869348913288241,0.241847426840288
1,0.0871847038756561,0.242303455563096
1,0.0874345164224881,0.242758919861752
1,0.0876843289693202,0.243213829946607
1,0.0879341415161522,0.243668187454701
1,0.0881839540629843,0.244121994023
1,0.0884337666098163,0.2445752512884
1,0.0886835791566483,0.245027944237582
1,0.0889333917034804,0.245480089992382
1,0.0891832042503124,0.24593169197346
1,0.0894330167971445,0.246382751817443
1,0.0896828293439765,0.246833271160884
1,0.0899326418908085,0.247283251640257
1,0.0901824544376406,0.247732694891963
1,0.0904322669844726,0.248181593996009
1,0.0906820795313047,0.248629954429076
1,0.0909318920781367,0.249077783162337
1,0.0911817046249688,0.249525081831903
1,0.0914315171718008,0.249971852073804
1,0.0916813297186328,0.250418095523992
1,0.0919311422654649,0.250863813818338
1,0.0921809548122969,0.251309008592631
1,0.092430767359129,0.251753681482579
1,0.092680579905961,0.252197834123808
1,0.0929303924527931,0.252641468151859
1,0.0931802049996251,0.25308458520219
1,0.0934300175464571,0.253527182335189
1,0.0936798300932892,0.253969264705325
1,0.0939296426401212,0.25441083562301
1,0.0941794551869533,0.25485189672338
1,0.0944292677337853,0.255292449641484
1,0.0946790802806173,0.255732496012283
1,0.0949288928274494,0.256172037470648
1,0.0951787053742814,0.256611075651363
1,0.0954285179211135,0.257049612189123
1,0.0956783304679455,0.257487648718532
1,0.0959281430147776,0.257925186874101
1,0.0961779555616096,0.258362228290254
1,0.0964277681084416,0.258798774601318
1,0.0966775806552737,0.259234827441532
1,0.0969273932021057,0.259670388445039
1,0.0971772057489378,0.260105459245888
1,0.0974270182957698,0.260540041478034
1,0.0976768308426019,0.260974136775338
1,0.0979266433894339,0.261407746771563
1,0.0981764559362659,0.261840873100377
1,0.098426268483098,0.262273516880263
1,0.09867608102993,0.26270567401445
1,0.0989258935767621,0.263137351761926
1,0.0991757061235941,0.263568551755953
1,0.0994255186704261,0.263999275629694
1,0.0996753312172582,0.264429525016212
1,0.0999251437640902,0.26485930154847
1,0.100174956310922,0.265288606859328
1,0.100424768857754,0.265717442581546
1,0.100674581404586,0.26614581034778
1,0.100924393951418,0.266573711790584
1,0.10117420649825,0.267001148542407
1,0.101424019045082,0.267428122235594
1,0.101673831591915,0.267854627110771
1,0.101923644138747,0.268280664977451
1,0.102173456685579,0.268706244062067
1,0.102423269232411,0.26913136599653
1,0.102673081779243,0.269556032412645
1,0.102922894326075,0.269980244942106
1,0.103172706872907,0.2704040052165
1,0.103422519419739,0.270827314867306
1,0.103672331966571,0.271250164920717
1,0.103922144513403,0.271672558865683
1,0.104171957060235,0.272094506460966
1,0.104421769607067,0.272516009337592
1,0.104671582153899,0.272937069126474
1,0.104921394700731,0.273357687458412
1,0.105171207247563,0.273777862149681
1,0.105421019794395,0.274197579600003
1,0.105670832341227,0.274616859865229
1,0.105920644888059,0.275035704575694
1,0.106170457434891,0.275454115361619
1,0.106420269981723,0.275872093853105
1,0.106670082528555,0.276289624830955
1,0.106919895075387,0.276706717256867
1,0.107169707622219,0.277123381658076
1,0.107419520169051,0.277539619664209
1,0.107669332715884,0.27795543290477
1,0.107919145262716,0.278370802554947
1,0.108168957809548,0.278785741899059
1,0.10841877035638,0.279200260745538
1,0.108668582903212,0.279614360723404
1,0.108918395450044,0.280028037494071
1,0.109168207996876,0.28044127310117
1,0.109418020543708,0.280854094106136
1,0.10966783309054,0.281266502137488
1,0.109917645637372,0.281678498823624
1,0.110167458184204,0.282090052251638
1,0.110417270731036,0.282501196725557
1,0.110667083277868,0.282911934118879
1,0.1109168958247,0.283322264245274
1,0.111166708371532,0.283732156307928
1,0.111416520918364,0.284141645553485
1,0.111666333465196,0.284550733609448
1,0.111916146012028,0.284959409957738
1,0.11216595855886,0.28536766219735
1,0.112415771105692,0.285775517509343
1,0.112665583652524,0.286182977520697
1,0.112915396199356,0.286590013111236
1,0.113165208746188,0.286996646816673
1,0.113415021293021,0.287402889481899
1,0.113664833839853,0.287808727346688
1,0.113914646386685,0.288214150579679
1,0.114164458933517,0.288619187031727
1,0.114414271480349,0.289023833945953
1,0.114664084027181,0.289428057837281
1,0.114913896574013,0.289831899205757
1,0.115163709120845,0.290235359677016
1,0.115413521667677,0.290638397618997
1,0.115663334214509,0.291041055030136
1,0.115913146761341,0.291443335800549
1,0.116162959308173,0.291845198944867
1,0.116412771855005,0.292246683521504
1,0.116662584401837,0.292647795712702
1,0.116912396948669,0.293048490825376
1,0.117162209495501,0.293448813686916
1,0.117412022042333,0.293848764496508
1,0.117661834589165,0.294248302261379
1,0.117911647135997,0.294647474523767
1,0.118161459682829,0.295046268217886
1,0.118411272229661,0.295444662244022
1,0.118661084776493,0.295842695019712
1,0.118910897323325,0.296240338357086
1,0.119160709870157,0.296637599754667
1,0.11941052241699,0.297034504152593
1,0.119660334963822,0.297431003889148
1,0.119910147510654,0.297827143764814
1,0.120159960057486,0.298222914198154
1,0.120409772604318,0.298618293779198
1,0.12065958515115,0.299013323236022
1,0.120909397697982,0.299407960968136
1,0.121159210244814,0.29980223698238
1,0.121409022791646,0.300196152102353
1,0.121658835338478,0.300589678899194
1,0.12190864788531,0.30098286244377
1,0.122158460432142,0.30137565575455
1,0.122408272978974,0.301768096929911
1,0.122658085525806,0.302160174314853
1,0.122907898072638,0.302551877343686
1,0.12315771061947,0.302943241344816
1,0.123407523166302,0.303334210448833
1,0.123657335713134,0.303724845791584
1,0.123907148259966,0.304115103007387
1,0.124156960806798,0.304505011268066
1,0.12440677335363,0.304894561779676
1,0.124656585900462,0.305283747177465
1,0.124906398447294,0.305672593524318
1,0.125156210994126,0.306061060277403
1,0.125406023540959,0.306449202753232
1,0.125655836087791,0.306836957323777
1,0.125905648634623,0.307224387992114
1,0.126155461181455,0.307611445070756
1,0.126405273728287,0.307998168147217
1,0.126655086275119,0.308384530270768
1,0.126904898821951,0.308770549969961
1,0.127154711368783,0.309156219674498
1,0.127404523915615,0.309541540210019
1,0.127654336462447,0.309926520030881
1,0.127904149009279,0.310311145615305
1,0.128153961556111,0.310695438087093
1,0.128403774102943,0.311079372931976
1,0.128653586649775,0.311462980588549
1,0.128903399196607,0.311846228904418
1,0.129153211743439,0.312229154278889
1,0.129403024290271,0.312611720275242
1,0.129652836837103,0.312993965899979
1,0.129902649383935,0.313375853785277
1,0.130152461930767,0.313757422191899
1,0.130402274477599,0.314138636173565
1,0.130652087024431,0.314519529892938
1,0.130901899571263,0.314900074177352
1,0.131151712118095,0.315280295739589
1,0.131401524664928,0.315660174532082
1,0.13165133721176,0.316039726466539
1,0.131901149758592,0.31641894397139
1,0.132150962305424,0.316797828806665
1,0.132400774852256,0.317176389227097
1,0.132650587399088,0.317554609491026
1,0.13290039994592,0.3179325170292
1,0.133150212492752,0.318310075248856
1,0.133400025039584,0.31868733410587
1,0.133649837586416,0.319064232807559
1,0.133899650133248,0.319440837592836
1,0.13414946268008,0.3198170888927
1,0.134399275226912,0.320193037621801
1,0.134649087773744,0.320568650228001
1,0.134898900320576,0.320943945425383
1,0.135148712867408,0.321318923535331
1,0.13539852541424,0.321693567724678
1,0.135648337961072,0.322067915534701
1,0.135898150507904,0.322441911238919
1,0.136147963054736,0.322815617113042
1,0.136397775601568,0.323188982685476
1,0.1366475881484,0.323562043531486
1,0.136897400695232,0.32393478877984
1,0.137147213242064,0.32430720711877
1,0.137397025788897,0.324679336235625
1,0.137646838335729,0.325051114587724
1,0.137896650882561,0.325422606256206
1,0.138146463429393,0.325793772649284
1,0.138396275976225,0.326164627784218
1,0.138646088523057,0.326535188012491
1,0.138895901069889,0.326905409132234
1,0.139145713616721,0.327275345778153
1,0.139395526163553,0.327644957006596
1,0.139645338710385,0.328014263087952
1,0.139895151257217,0.328383278111737
1,0.140144963804049,0.328751956144978
1,0.140394776350881,0.329120351912381
1,0.140644588897713,0.329488431650944
1,0.140894401444545,0.329856202818188
1,0.141144213991377,0.330223692993895
1,0.141394026538209,0.330590845387248
1,0.141643839085041,0.330957714409185
1,0.141893651631873,0.331324286316604
1,0.142143464178705,0.331690536698174
1,0.142393276725537,0.33205650829331
1,0.142643089272369,0.332422166555153
1,0.142892901819201,0.332787522953609
1,0.143142714366033,0.333152601838249
1,0.143392526912866,0.333517354385695
1,0.143642339459698,0.333881821515759
1,0.14389215200653,0.334246009279132
1,0.144141964553362,0.334609867164941
1,0.144391777100194,0.334973449739126
1,0.144641589647026,0.335336745472572
1,0.144891402193858,0.335699722241874
1,0.14514121474069,0.336062424970472
1,0.145391027287522,0.336424836596225
1,0.145640839834354,0.336786936957713
1,0.145890652381186,0.337148764548789
1,0.146140464928018,0.337510299985751
1,0.14639027747485,0.337871528645884
1,0.146640090021682,0.338232485805265
1,0.146889902568514,0.338593152968994
1,0.147139715115346,0.338953514631987
1,0.147389527662178,0.339313606063257
1,0.14763934020901,0.339673412865948
1,0.147889152755842,0.340032912233766
1,0.148138965302674,0.340392142638254
1,0.148388777849506,0.340751096988726
1,0.148638590396338,0.341109738761075
1,0.14888840294317,0.34146811283785
1,0.149138215490003,0.341826219559175
1,0.149388028036835,0.342184011515848
1,0.149637840583667,0.342541533961709
1,0.149887653130499,0.342898790319058
1,0.150137465677331,0.343255747792068
1,0.150387278224163,0.343612423301534
1,0.150637090770995,0.343968833988785
1,0.150886903317827,0.344324964875731
1,0.151136715864659,0.344680798141037
1,0.151386528411491,0.34503636784978
1,0.151636340958323,0.345391674341498
1,0.151886153505155,0.345746675755905
1,0.152135966051987,0.346101409175432
1,0.152385778598819,0.346455880642759
1,0.152635591145651,0.346810073413769
1,0.152885403692483,0.347163975231066
1,0.153135216239315,0.34751761636034
1,0.153385028786147,0.34787099714072
1,0.153634841332979,0.348224083273914
1,0.153884653879811,0.348576898749156
1,0.154134466426643,0.348929455138846
1,0.154384278973475,0.349281750553077
1,0.154634091520307,0.349633745055983
1,0.154883904067139,0.349985481736028
1,0.155133716613972,0.350336960931925
1,0.155383529160804,0.350688172519432
1,0.155633341707636,0.351039094168538
1,0.155883154254468,0.351389759595347
1,0.1561329668013,0.351740169138342
1,0.156382779348132,0.352090309664443
1,0.156632591894964,0.352440165997868
1,0.156882404441796,0.352789767708486
1,0.157132216988628,0.353139115134547
1,0.15738202953546,0.353488197356961
1,0.157631842082292,0.353836995907891
1,0.157881654629124,0.354185541434426
1,0.158131467175956,0.354533834274579
1,0.158381279722788,0.354881870943384
1,0.15863109226962,0.355229619240051
1,0.158880904816452,0.355577116109649
1,0.159130717363284,0.355924361889955
1,0.159380529910116,0.3562713569187
1,0.159630342456948,0.356618071313213
1,0.15988015500378,0.356964527048039
1,0.160129967550612,0.357310733289576
1,0.160379780097444,0.357656690375316
1,0.160629592644276,0.358002387423562
1,0.160879405191108,0.35834780954078
1,0.161129217737941,0.358692983759617
1,0.161379030284773,0.359037910417327
1,0.161628842831605,0.359382589851112
1,0.161878655378437,0.359726998856252
1,0.162128467925269,0.36007114856343
1,0.162378280472101,0.360415052303052
1,0.162628093018933,0.360758710412082
1,0.162877905565765,0.361102123227432
1,0.163127718112597,0.361445262941438
1,0.163377530659429,0.361788151267861
1,0.163627343206261,0.362130795555919
1,0.163877155753093,0.362473196142286
1,0.164126968299925,0.362815353363583
1,0.164376780846757,0.363157242524072
1,0.164626593393589,0.363498880489864
1,0.164876405940421,0.363840276344841
1,0.165126218487253,0.364181430425386
1,0.165376031034085,0.364522343067826
1,0.165625843580917,0.364863000397977
1,0.165875656127749,0.365203399014054
1,0.166125468674581,0.365543557445221
1,0.166375281221413,0.365883476027563
1,0.166625093768245,0.366223155097115
1,0.166874906315077,0.36656259498986
1,0.16712471886191,0.366901769573614
1,0.167374531408742,0.36724070158098
1,0.167624343955574,0.367579395663472
1,0.167874156502406,0.36791785215683
1,0.168123969049238,0.368256071396739
1,0.16837378159607,0.368594053718835
1,0.168623594142902,0.368931771424295
1,0.168873406689734,0.369269251995977
1,0.169123219236566,0.369606496900513
1,0.169373031783398,0.369943506473293
1,0.16962284433023,0.370280281049653
1,0.169872656877062,0.370616820964877
1,0.170122469423894,0.370953107635885
1,0.170372281970726,0.371289151929608
1,0.170622094517558,0.37162496281159
1,0.17087190706439,0.371960540616869
1,0.171121719611222,0.37229588568043
1,0.171371532158054,0.372630998337206
1,0.171621344704886,0.372965878922076
1,0.171871157251718,0.373300502951289
1,0.17212096979855,0.373634894950714
1,0.172370782345382,0.373969056126154
1,0.172620594892214,0.374302986812239
1,0.172870407439046,0.374636687343548
1,0.173120219985879,0.374970158054607
1,0.173370032532711,0.375303399279888
1,0.173619845079543,0.375636394770081
1,0.173869657626375,0.375969154437841
1,0.174119470173207,0.37630168586626
1,0.174369282720039,0.376633989389559
1,0.174619095266871,0.376966065341908
1,0.174868907813703,0.377297914057424
1,0.175118720360535,0.377629535870169
1,0.175368532907367,0.377960931114151
1,0.175618345454199,0.378292084161099
1,0.175868158001031,0.378623005778232
1,0.176117970547863,0.378953702071349
1,0.176367783094695,0.379284173374207
1,0.176617595641527,0.379614420020512
1,0.176867408188359,0.379944442343912
1,0.177117220735191,0.380274240678005
1,0.177367033282023,0.380603815356333
1,0.177616845828855,0.380933166712383
1,0.177866658375687,0.381262278398557
1,0.178116470922519,0.381591164957423
1,0.178366283469351,0.381919829436857
1,0.178616096016183,0.382248272170097
1,0.178865908563015,0.382576493490324
1,0.179115721109848,0.382904493730663
1,0.17936553365668,0.383232273224189
1,0.179615346203512,0.383559832303918
1,0.179865158750344,0.383887171302815
1,0.180114971297176,0.384214290553789
1,0.180364783844008,0.38454117863453
1,0.18061459639084,0.384867842812736
1,0.180864408937672,0.385194288483753
1,0.181114221484504,0.385520515980234
1,0.181364034031336,0.38584652563478
1,0.181613846578168,0.386172317779935
1,0.181863659125,0.386497892748191
1,0.182113471671832,0.386823250871982
1,0.182363284218664,0.387148392483689
1,0.182613096765496,0.387473317915638
1,0.182862909312328,0.387798027500099
1,0.18311272185916,0.388122521569288
1,0.183362534405992,0.388446793202361
1,0.183612346952824,0.388770843719393
1,0.183862159499656,0.389094679959351
1,0.184111972046488,0.389418302254194
1,0.18436178459332,0.389741710935826
1,0.184611597140152,0.390064906336095
1,0.184861409686985,0.390387888786794
1,0.185111222233817,0.39071065861966
1,0.185361034780649,0.391033216166375
1,0.185610847327481,0.391355561758566
1,0.185860659874313,0.391677695727805
1,0.186110472421145,0.391999618405606
1,0.186360284967977,0.392321330123429
1,0.186610097514809,0.39264283121268
1,0.186859910061641,0.392964122004707
1,0.187109722608473,0.393285202830802
1,0.187359535155305,0.39360606939513
1,0.187609347702137,0.393926721782206
1,0.187859160248969,0.394247165438175
